HOME,AWAY,COMP,GOAL_PERCENT,WIN_PERCENT,TABLE DIFF,HOME_FORM,AWAY_FORM,HOME_GEN_FORM,H2HOME_NAME,H2H_FORM,HOME_GF,AWAY_GA,HOME_GA,AWAY_GF,H2H_GOALS
Istra 1961,Dinamo Zagreb,1. HNL,75.0,17.599999999999998,-77.77777777777779,1.5,0.5,1.5,Dinamo Zagreb,0,3,5,1,2,1
